user_id,profile_vector_id,name,gender,age,height_cm,religion,caste,marital_status,diet,city,state,education,income,occupation,hobby_1,hobby_2,hobby_3,about_me,preferred_gender,preferred_age_min,preferred_age_max,preferred_height_min,preferred_height_max,preferred_religion,preferred_caste,preferred_city,preferred_state,preferred_education,preferred_income
257,VEC_257,Nitesh Sabharwal,Male,30,183,Jain,Obc,Divorced,Veg,Mumbai,Maharashtra,5,5,Doctor,Movies,Painting,Football,Love Travelling And Exploring.,Female,26,33,173,193,Hindu,Sc,Bengaluru,Telangana,Bachelor,15-25 Lpa
258,VEC_258,Mitali Rattan,Female,24,158,Jain,Sc,Widowed,Eggetarian,Chennai,Tamil Nadu,5,2,Government Employee,Movies,Reading,Yoga,Looking For A Caring Partner.,Male,21,26,148,168,Christian,General,Mumbai,Maharashtra,Master,5-10 Lpa
259,VEC_259,Vasana Chakrabarti,Female,26,174,Muslim,Obc,Single,Veg,Panaji,Goa,4,1,Data Analyst,Photography,Football,Movies,Love Books And Technology.,Male,23,29,164,184,Muslim,General,Kannur,Telangana,Phd,15-25 Lpa
260,VEC_260,Lajita Naik,Female,28,177,Sikh,Sc,Divorced,Eggetarian,Pune,Maharashtra,5,5,Professor,Painting,Reading,Yoga,Simple And Family Oriented.,Male,26,33,167,187,Sikh,General,Kozhikode,Delhi,Phd,15-25 Lpa
261,VEC_261,Saksham Varkey,Male,37,190,Sikh,St,Divorced,Non-Veg,Delhi,Delhi,4,2,Lawyer,Reading,Travel,Cooking,Passionate About Learning.,Female,35,43,180,200,Muslim,St,Panaji,Telangana,Higher Secondary,40+ Lpa
262,VEC_262,Vihaan Sachdev,Male,33,176,Muslim,St,Widowed,Eggetarian,Chennai,Tamil Nadu,2,4,Doctor,Cycling,Photography,Reading,Passionate About Learning.,Female,29,36,166,186,Hindu,General,Kottayam,Goa,Master,40+ Lpa
263,VEC_263,Ijaya Vasa,Female,44,182,Jain,St,Single,Veg,Kozhikode,Kerala,3,5,Teacher,Yoga,Movies,Painting,Love Travelling And Exploring.,Male,41,47,172,192,Hindu,St,Chennai,Karnataka,Master,10-15 Lpa
264,VEC_264,Zaid Sathe,Male,27,150,Sikh,St,Divorced,Eggetarian,Kottayam,Kerala,1,5,Accountant,Yoga,Cooking,Reading,Looking For A Caring Partner.,Female,24,33,145,160,Sikh,St,Bengaluru,Telangana,Higher Secondary,25-40 Lpa
265,VEC_265,Harsh Loke,Male,40,190,Muslim,Obc,Single,Eggetarian,Coimbatore,Tamil Nadu,3,1,Teacher,Chess,Travel,Reading,Simple And Family Oriented.,Female,36,44,180,200,Hindu,General,Kottayam,Telangana,Diploma,5-10 Lpa
266,VEC_266,Mitali Sarma,Female,35,187,Christian,Sc,Divorced,Non-Veg,Delhi,Delhi,1,4,Professor,Cycling,Reading,Music,Career Focused With Strong Values.,Male,31,40,177,197,Muslim,General,Mumbai,Maharashtra,Bachelor,10-15 Lpa
267,VEC_267,Divya Balakrishnan,Female,43,163,Jain,General,Divorced,Eggetarian,Delhi,Delhi,5,6,Data Analyst,Yoga,Reading,Music,Love Books And Technology.,Male,39,47,153,173,Jain,Sc,Kannur,Delhi,Phd,15-25 Lpa
268,VEC_268,Gauri Mukhopadhyay,Female,40,164,Hindu,General,Single,Non-Veg,Hyderabad,Telangana,1,6,Business,Cricket,Cooking,Travel,Love Books And Technology.,Male,35,42,154,174,Christian,Sc,Hyderabad,Maharashtra,Diploma,3-5 Lpa
269,VEC_269,Samar Chander,Male,29,154,Jain,Sc,Single,Veg,Panaji,Goa,3,3,Lawyer,Cooking,Football,Chess,Simple And Family Oriented.,Female,26,32,145,164,Christian,Sc,Panaji,Telangana,Master,3-5 Lpa
270,VEC_270,Dakshesh Shenoy,Male,41,179,Sikh,General,Widowed,Non-Veg,Hyderabad,Telangana,5,6,Data Scientist,Chess,Cycling,Photography,Simple And Family Oriented.,Female,38,47,169,189,Christian,Sc,Kottayam,Tamil Nadu,Bachelor,3-5 Lpa
271,VEC_271,Ganga Tara,Female,39,188,Hindu,Sc,Widowed,Non-Veg,Hyderabad,Telangana,1,3,Lawyer,Painting,Movies,Yoga,Career Focused With Strong Values.,Male,34,42,178,198,Christian,St,Chennai,Tamil Nadu,Phd,10-15 Lpa
272,VEC_272,Laban Sagar,Male,22,162,Hindu,St,Widowed,Veg,Kannur,Kerala,2,3,Accountant,Music,Photography,Chess,Passionate About Learning.,Female,21,25,152,172,Hindu,Obc,Kozhikode,Goa,Higher Secondary,15-25 Lpa
273,VEC_273,Vrishti Kohli,Female,21,169,Hindu,Sc,Divorced,Veg,Panaji,Goa,1,5,Data Analyst,Reading,Swimming,Yoga,Simple And Family Oriented.,Male,21,24,159,179,Christian,Obc,Kozhikode,Karnataka,Bachelor,25-40 Lpa
274,VEC_274,Eta Rajagopal,Female,42,157,Christian,General,Single,Eggetarian,Pune,Maharashtra,5,5,Doctor,Cooking,Movies,Cricket,Looking For A Caring Partner.,Male,38,48,147,167,Christian,Sc,Kannur,Goa,Bachelor,25-40 Lpa
275,VEC_275,Ekansh Boase,Male,30,189,Hindu,Obc,Single,Non-Veg,Chennai,Tamil Nadu,1,1,Lawyer,Cycling,Chess,Photography,Simple And Family Oriented.,Female,28,35,179,199,Sikh,Obc,Mumbai,Delhi,Phd,40+ Lpa
276,VEC_276,Triya Oak,Female,30,171,Jain,General,Divorced,Eggetarian,Delhi,Delhi,2,1,Accountant,Travel,Cricket,Swimming,Career Focused With Strong Values.,Male,25,34,161,181,Sikh,St,Kozhikode,Tamil Nadu,Diploma,25-40 Lpa
277,VEC_277,Aadhya Mandal,Female,26,171,Sikh,General,Single,Non-Veg,Mangalore,Karnataka,1,3,Accountant,Football,Cycling,Photography,Enjoy Spending Time With Family.,Male,23,30,161,181,Christian,Obc,Hyderabad,Kerala,Master,40+ Lpa
278,VEC_278,Yash Dixit,Male,30,184,Sikh,Obc,Widowed,Veg,Bengaluru,Karnataka,5,2,Accountant,Photography,Painting,Yoga,Love Books And Technology.,Female,28,34,174,194,Muslim,St,Pune,Telangana,Phd,10-15 Lpa
279,VEC_279,Wyatt Pai,Male,44,186,Jain,St,Divorced,Eggetarian,Chennai,Tamil Nadu,1,4,Teacher,Photography,Music,Yoga,Passionate About Learning.,Female,39,46,176,196,Jain,General,Panaji,Maharashtra,Phd,15-25 Lpa
280,VEC_280,Saanvi Shah,Female,23,163,Hindu,Obc,Widowed,Veg,Hyderabad,Telangana,4,5,Data Analyst,Movies,Yoga,Swimming,Love Books And Technology.,Male,21,26,153,173,Muslim,Sc,Chennai,Delhi,Bachelor,15-25 Lpa
281,VEC_281,Ijaya Khare,Female,40,182,Hindu,Sc,Widowed,Veg,Kochi,Kerala,1,6,Professor,Painting,Movies,Cooking,Friendly And Optimistic.,Male,38,44,172,192,Hindu,Obc,Bengaluru,Goa,Phd,15-25 Lpa
282,VEC_282,Kamala Roy,Female,33,174,Muslim,St,Single,Veg,Panaji,Goa,5,4,Data Scientist,Painting,Chess,Travel,Love Books And Technology.,Male,30,37,164,184,Muslim,Obc,Kochi,Kerala,Higher Secondary,5-10 Lpa
283,VEC_283,Nitara Solanki,Female,25,155,Sikh,St,Widowed,Veg,Panaji,Goa,4,5,Lawyer,Movies,Swimming,Painting,Enjoy Spending Time With Family.,Male,21,29,145,165,Muslim,Obc,Bengaluru,Delhi,Higher Secondary,25-40 Lpa
284,VEC_284,Sanya Doshi,Female,43,182,Jain,Sc,Single,Veg,Mumbai,Maharashtra,5,4,Data Scientist,Cooking,Painting,Chess,Career Focused With Strong Values.,Male,38,45,172,192,Muslim,Sc,Mangalore,Delhi,Higher Secondary,25-40 Lpa
285,VEC_285,Andrew Date,Male,41,154,Jain,Sc,Widowed,Veg,Coimbatore,Tamil Nadu,3,5,Software Engineer,Swimming,Football,Chess,Enjoy Spending Time With Family.,Female,36,47,145,164,Sikh,Sc,Bengaluru,Karnataka,Bachelor,10-15 Lpa
286,VEC_286,Chandresh Sarraf,Male,44,186,Sikh,Obc,Widowed,Veg,Kannur,Kerala,3,6,Government Employee,Cooking,Reading,Swimming,Simple And Family Oriented.,Female,40,49,176,196,Hindu,Obc,Hyderabad,Kerala,Bachelor,10-15 Lpa
287,VEC_287,Vedant Aurora,Male,29,166,Jain,Obc,Widowed,Eggetarian,Delhi,Delhi,2,6,Accountant,Reading,Cricket,Music,Friendly And Optimistic.,Female,26,33,156,176,Muslim,St,Kannur,Maharashtra,Phd,3-5 Lpa
288,VEC_288,Tara Dubey,Female,40,159,Muslim,St,Widowed,Eggetarian,Kottayam,Kerala,2,2,Government Employee,Photography,Painting,Cricket,Friendly And Optimistic.,Male,38,44,149,169,Hindu,General,Kannur,Telangana,Master,15-25 Lpa
289,VEC_289,Vrinda Lanka,Female,33,174,Jain,St,Single,Non-Veg,Hyderabad,Telangana,4,4,Data Scientist,Photography,Cooking,Movies,Simple And Family Oriented.,Male,31,39,164,184,Christian,St,Delhi,Goa,Bachelor,10-15 Lpa
290,VEC_290,Sneha Buch,Female,29,187,Muslim,Obc,Widowed,Non-Veg,Bengaluru,Karnataka,2,3,Professor,Painting,Photography,Swimming,Simple And Family Oriented.,Male,27,31,177,197,Hindu,St,Kottayam,Delhi,Higher Secondary,40+ Lpa
291,VEC_291,Sachi Nadig,Female,44,168,Hindu,General,Single,Eggetarian,Bengaluru,Karnataka,2,5,Doctor,Cooking,Travel,Reading,Career Focused With Strong Values.,Male,42,50,158,178,Muslim,St,Panaji,Maharashtra,Phd,5-10 Lpa
292,VEC_292,Andrew Biswas,Male,29,168,Sikh,Sc,Divorced,Eggetarian,Panaji,Goa,3,3,Teacher,Photography,Swimming,Music,Career Focused With Strong Values.,Female,25,31,158,178,Sikh,St,Coimbatore,Kerala,Bachelor,10-15 Lpa
293,VEC_293,Maanas Karan,Male,36,162,Sikh,General,Single,Eggetarian,Hyderabad,Telangana,4,2,Government Employee,Yoga,Painting,Movies,Career Focused With Strong Values.,Female,31,40,152,172,Hindu,General,Kottayam,Kerala,Phd,40+ Lpa
294,VEC_294,Urishilla Chaudhari,Female,21,181,Hindu,General,Widowed,Non-Veg,Pune,Maharashtra,3,2,Data Scientist,Movies,Swimming,Cricket,Love Books And Technology.,Male,21,27,171,191,Sikh,St,Bengaluru,Telangana,Higher Secondary,25-40 Lpa
295,VEC_295,Tristan Ganesan,Male,43,180,Christian,Sc,Widowed,Non-Veg,Kozhikode,Kerala,4,1,Doctor,Music,Yoga,Chess,Friendly And Optimistic.,Female,39,45,170,190,Sikh,Sc,Panaji,Tamil Nadu,Diploma,25-40 Lpa
296,VEC_296,Akshay Batra,Male,30,174,Sikh,General,Widowed,Non-Veg,Hyderabad,Telangana,2,2,Software Engineer,Music,Swimming,Cycling,Looking For A Caring Partner.,Female,28,36,164,184,Muslim,St,Bengaluru,Kerala,Phd,40+ Lpa
297,VEC_297,Baghyawati Memon,Female,21,152,Hindu,St,Single,Veg,Hyderabad,Telangana,5,4,Professor,Cycling,Reading,Football,Love Travelling And Exploring.,Male,21,23,145,162,Hindu,Obc,Mangalore,Goa,Higher Secondary,15-25 Lpa
298,VEC_298,Rachit Sankar,Male,21,161,Hindu,St,Widowed,Veg,Chennai,Tamil Nadu,5,1,Doctor,Swimming,Reading,Cooking,Career Focused With Strong Values.,Female,21,27,151,171,Jain,Obc,Kottayam,Maharashtra,Diploma,15-25 Lpa
299,VEC_299,Krisha Wali,Female,31,157,Muslim,Sc,Single,Veg,Pune,Maharashtra,5,2,Data Scientist,Swimming,Yoga,Chess,Career Focused With Strong Values.,Male,29,35,147,167,Muslim,St,Kannur,Goa,Bachelor,25-40 Lpa
300,VEC_300,Gautam Garde,Male,39,152,Jain,St,Single,Veg,Hyderabad,Telangana,4,1,Software Engineer,Movies,Music,Swimming,Simple And Family Oriented.,Female,36,41,145,162,Jain,Sc,Bengaluru,Goa,Master,40+ Lpa
301,VEC_301,Balveer Raja,Male,41,167,Muslim,Obc,Widowed,Eggetarian,Chennai,Tamil Nadu,1,5,Teacher,Chess,Photography,Painting,Enjoy Spending Time With Family.,Female,39,45,157,177,Christian,St,Kochi,Delhi,Diploma,5-10 Lpa
302,VEC_302,Yuvraj Dhar,Male,40,173,Muslim,St,Widowed,Eggetarian,Delhi,Delhi,2,3,Software Engineer,Football,Chess,Cricket,Looking For A Caring Partner.,Female,38,43,163,183,Sikh,St,Kannur,Tamil Nadu,Higher Secondary,3-5 Lpa
303,VEC_303,Vedhika Kumar,Female,34,166,Hindu,General,Widowed,Veg,Bengaluru,Karnataka,5,2,Teacher,Cycling,Yoga,Photography,Simple And Family Oriented.,Male,29,40,156,176,Hindu,General,Kozhikode,Goa,Master,25-40 Lpa
304,VEC_304,Lakshmi Andra,Female,44,170,Muslim,General,Single,Eggetarian,Hyderabad,Telangana,4,2,Lawyer,Travel,Music,Cycling,Looking For A Caring Partner.,Male,42,49,160,180,Jain,St,Kochi,Telangana,Diploma,5-10 Lpa
305,VEC_305,Mitali Dugar,Female,32,158,Christian,Sc,Single,Non-Veg,Coimbatore,Tamil Nadu,2,1,Government Employee,Photography,Cricket,Travel,Simple And Family Oriented.,Male,28,35,148,168,Hindu,St,Mangalore,Telangana,Diploma,10-15 Lpa
306,VEC_306,Timothy Pai,Male,41,189,Muslim,General,Divorced,Eggetarian,Bengaluru,Karnataka,4,2,Government Employee,Movies,Yoga,Chess,Enjoy Spending Time With Family.,Female,36,45,179,199,Hindu,St,Mumbai,Maharashtra,Diploma,5-10 Lpa
307,VEC_307,Unnati Krishna,Female,39,159,Hindu,General,Divorced,Eggetarian,Hyderabad,Telangana,5,1,Lawyer,Yoga,Reading,Painting,Love Books And Technology.,Male,34,41,149,169,Sikh,St,Kozhikode,Kerala,Phd,3-5 Lpa
308,VEC_308,Nidhi Issac,Female,32,168,Hindu,St,Widowed,Non-Veg,Chennai,Tamil Nadu,2,6,Accountant,Travel,Swimming,Music,Simple And Family Oriented.,Male,27,37,158,178,Muslim,St,Kannur,Maharashtra,Bachelor,40+ Lpa
309,VEC_309,Warhi Chhabra,Female,41,154,Jain,General,Divorced,Non-Veg,Panaji,Goa,3,6,Government Employee,Painting,Cricket,Cycling,Looking For A Caring Partner.,Male,39,47,145,164,Christian,General,Hyderabad,Goa,Bachelor,3-5 Lpa
310,VEC_310,Rayaan Parmer,Male,35,189,Muslim,General,Widowed,Eggetarian,Hyderabad,Telangana,2,2,Data Scientist,Reading,Cycling,Cricket,Looking For A Caring Partner.,Female,33,40,179,199,Jain,Obc,Pune,Goa,Diploma,10-15 Lpa
311,VEC_311,Neelima Bains,Female,29,153,Sikh,St,Widowed,Eggetarian,Mangalore,Karnataka,1,4,Professor,Music,Cycling,Cricket,Passionate About Learning.,Male,24,35,145,163,Christian,General,Kozhikode,Telangana,Higher Secondary,3-5 Lpa
312,VEC_312,Mahika Anand,Female,23,156,Muslim,St,Single,Veg,Coimbatore,Tamil Nadu,5,6,Software Engineer,Movies,Cooking,Music,Passionate About Learning.,Male,21,29,146,166,Muslim,St,Coimbatore,Telangana,Master,40+ Lpa
313,VEC_313,Yuvraj Mangat,Male,23,151,Christian,St,Widowed,Non-Veg,Bengaluru,Karnataka,3,4,Government Employee,Football,Travel,Chess,Enjoy Spending Time With Family.,Female,21,27,145,161,Jain,Obc,Pune,Karnataka,Diploma,10-15 Lpa
314,VEC_314,Patrick Kanda,Male,30,153,Sikh,Obc,Widowed,Veg,Hyderabad,Telangana,5,3,Teacher,Movies,Cycling,Cooking,Love Travelling And Exploring.,Female,27,33,145,163,Muslim,General,Kochi,Karnataka,Phd,5-10 Lpa
315,VEC_315,Ladli Devan,Female,26,163,Christian,Sc,Single,Non-Veg,Mangalore,Karnataka,4,5,Teacher,Chess,Cricket,Reading,Passionate About Learning.,Male,24,28,153,173,Sikh,St,Pune,Tamil Nadu,Master,10-15 Lpa
316,VEC_316,Anmol More,Male,41,168,Muslim,St,Divorced,Eggetarian,Kannur,Kerala,1,6,Accountant,Photography,Cooking,Yoga,Simple And Family Oriented.,Female,38,47,158,178,Hindu,Sc,Kochi,Telangana,Phd,5-10 Lpa
317,VEC_317,Anika Patla,Female,31,153,Jain,Obc,Divorced,Veg,Bengaluru,Karnataka,1,1,Professor,Yoga,Swimming,Travel,Enjoy Spending Time With Family.,Male,29,37,145,163,Sikh,Obc,Mangalore,Karnataka,Phd,25-40 Lpa
318,VEC_318,Chakradev Merchant,Male,33,159,Sikh,Sc,Single,Non-Veg,Panaji,Goa,3,3,Data Analyst,Cricket,Painting,Cycling,Enjoy Spending Time With Family.,Female,31,36,149,169,Sikh,St,Pune,Telangana,Bachelor,5-10 Lpa
319,VEC_319,Triya Gill,Female,25,187,Muslim,Sc,Divorced,Eggetarian,Panaji,Goa,3,1,Government Employee,Yoga,Music,Movies,Love Books And Technology.,Male,23,27,177,197,Sikh,Sc,Bengaluru,Tamil Nadu,Phd,15-25 Lpa
320,VEC_320,Dominic Zacharia,Male,33,168,Christian,Sc,Divorced,Eggetarian,Chennai,Tamil Nadu,4,2,Software Engineer,Chess,Photography,Reading,Simple And Family Oriented.,Female,30,37,158,178,Christian,St,Kottayam,Goa,Bachelor,15-25 Lpa
321,VEC_321,Zashil Mahajan,Male,21,157,Hindu,Sc,Widowed,Non-Veg,Hyderabad,Telangana,5,4,Data Analyst,Football,Cooking,Photography,Enjoy Spending Time With Family.,Female,21,25,147,167,Jain,General,Chennai,Tamil Nadu,Phd,3-5 Lpa
322,VEC_322,Kabir Subramaniam,Male,43,158,Christian,Sc,Divorced,Eggetarian,Mangalore,Karnataka,3,1,Data Analyst,Cycling,Movies,Reading,Passionate About Learning.,Female,41,49,148,168,Muslim,Obc,Pune,Kerala,Phd,5-10 Lpa
323,VEC_323,Pallavi Contractor,Female,42,169,Hindu,Sc,Single,Veg,Pune,Maharashtra,2,5,Data Analyst,Cooking,Swimming,Cycling,Friendly And Optimistic.,Male,37,47,159,179,Christian,Obc,Kottayam,Tamil Nadu,Diploma,25-40 Lpa
324,VEC_324,Baljiwan Dhaliwal,Male,38,189,Jain,General,Divorced,Non-Veg,Mumbai,Maharashtra,1,1,Teacher,Cricket,Chess,Football,Simple And Family Oriented.,Female,33,42,179,199,Christian,Sc,Kannur,Maharashtra,Master,25-40 Lpa
325,VEC_325,Sneha Pau,Female,21,157,Muslim,Sc,Single,Veg,Coimbatore,Tamil Nadu,2,1,Lawyer,Travel,Movies,Cricket,Career Focused With Strong Values.,Male,21,23,147,167,Sikh,St,Kochi,Tamil Nadu,Higher Secondary,3-5 Lpa
326,VEC_326,Rudra Atwal,Male,29,152,Hindu,General,Single,Eggetarian,Hyderabad,Telangana,2,5,Business,Music,Cooking,Swimming,Love Travelling And Exploring.,Female,25,31,145,162,Hindu,Obc,Mumbai,Karnataka,Phd,10-15 Lpa
327,VEC_327,Diya Sha,Female,37,186,Hindu,Obc,Widowed,Veg,Chennai,Tamil Nadu,3,2,Professor,Music,Football,Yoga,Simple And Family Oriented.,Male,35,40,176,196,Jain,St,Coimbatore,Goa,Phd,5-10 Lpa
328,VEC_328,Lekha Raj,Female,26,172,Jain,Obc,Divorced,Veg,Panaji,Goa,3,1,Accountant,Painting,Football,Travel,Career Focused With Strong Values.,Male,23,31,162,182,Christian,Sc,Hyderabad,Goa,Higher Secondary,3-5 Lpa
329,VEC_329,Darika Kaur,Female,33,168,Sikh,Obc,Widowed,Non-Veg,Hyderabad,Telangana,3,4,Business,Photography,Yoga,Cooking,Career Focused With Strong Values.,Male,28,37,158,178,Muslim,General,Panaji,Telangana,Higher Secondary,15-25 Lpa
330,VEC_330,Amaira Narang,Female,24,159,Hindu,Obc,Single,Non-Veg,Delhi,Delhi,2,3,Business,Painting,Football,Yoga,Love Books And Technology.,Male,22,27,149,169,Sikh,St,Chennai,Maharashtra,Phd,25-40 Lpa
331,VEC_331,Bhavika Shetty,Female,32,180,Sikh,Sc,Single,Non-Veg,Pune,Maharashtra,1,1,Data Analyst,Swimming,Yoga,Painting,Enjoy Spending Time With Family.,Male,27,35,170,190,Muslim,General,Kottayam,Goa,Higher Secondary,3-5 Lpa
332,VEC_332,Tara Dada,Female,26,174,Muslim,Sc,Widowed,Eggetarian,Panaji,Goa,1,1,Professor,Yoga,Swimming,Cycling,Enjoy Spending Time With Family.,Male,21,29,164,184,Christian,St,Mangalore,Delhi,Bachelor,25-40 Lpa
333,VEC_333,Aradhana Barad,Female,45,152,Sikh,Sc,Divorced,Non-Veg,Mumbai,Maharashtra,4,1,Software Engineer,Painting,Music,Football,Love Travelling And Exploring.,Male,41,48,145,162,Sikh,St,Kannur,Karnataka,Master,15-25 Lpa
334,VEC_334,Yatin D’Alia,Male,42,185,Sikh,St,Widowed,Veg,Delhi,Delhi,5,1,Lawyer,Swimming,Chess,Yoga,Passionate About Learning.,Female,37,48,175,195,Sikh,Sc,Pune,Karnataka,Bachelor,3-5 Lpa
335,VEC_335,Jacob Yogi,Male,25,173,Hindu,Sc,Divorced,Veg,Delhi,Delhi,4,3,Data Scientist,Cycling,Cricket,Yoga,Love Books And Technology.,Female,21,27,163,183,Muslim,Obc,Kozhikode,Goa,Bachelor,25-40 Lpa
336,VEC_336,Rishi Setty,Male,30,157,Jain,Sc,Single,Non-Veg,Panaji,Goa,4,5,Professor,Cycling,Movies,Reading,Love Books And Technology.,Female,26,32,147,167,Sikh,General,Coimbatore,Telangana,Phd,15-25 Lpa
337,VEC_337,Ubika Dubey,Female,36,156,Christian,St,Widowed,Eggetarian,Delhi,Delhi,3,2,Government Employee,Cricket,Swimming,Travel,Passionate About Learning.,Male,32,41,146,166,Muslim,St,Panaji,Maharashtra,Higher Secondary,25-40 Lpa
338,VEC_338,Chandran Suri,Male,22,169,Jain,General,Widowed,Eggetarian,Mangalore,Karnataka,1,5,Data Scientist,Yoga,Painting,Travel,Passionate About Learning.,Female,21,28,159,179,Jain,St,Bengaluru,Tamil Nadu,Bachelor,3-5 Lpa
339,VEC_339,Meera Bali,Female,34,184,Sikh,Sc,Widowed,Eggetarian,Delhi,Delhi,4,6,Professor,Cycling,Travel,Painting,Love Travelling And Exploring.,Male,32,40,174,194,Muslim,St,Kozhikode,Goa,Master,10-15 Lpa
340,VEC_340,Janani Sawhney,Female,37,162,Muslim,Obc,Widowed,Eggetarian,Delhi,Delhi,3,4,Lawyer,Cycling,Photography,Movies,Friendly And Optimistic.,Male,35,40,152,172,Sikh,Sc,Chennai,Goa,Diploma,10-15 Lpa
341,VEC_341,Jacob Patil,Male,24,159,Christian,St,Divorced,Eggetarian,Hyderabad,Telangana,4,4,Software Engineer,Travel,Reading,Football,Looking For A Caring Partner.,Female,21,28,149,169,Muslim,General,Chennai,Maharashtra,Bachelor,40+ Lpa
342,VEC_342,Qarin Parmer,Male,44,181,Hindu,Sc,Widowed,Non-Veg,Panaji,Goa,1,4,Data Scientist,Football,Reading,Cricket,Career Focused With Strong Values.,Female,39,47,171,191,Muslim,General,Delhi,Goa,Phd,3-5 Lpa
343,VEC_343,Sneha Majumdar,Female,28,188,Jain,St,Widowed,Eggetarian,Hyderabad,Telangana,2,4,Business,Music,Cycling,Cricket,Love Travelling And Exploring.,Male,26,31,178,198,Muslim,Sc,Mangalore,Telangana,Bachelor,25-40 Lpa
344,VEC_344,Darsh Sha,Male,43,157,Sikh,Obc,Divorced,Veg,Hyderabad,Telangana,3,4,Data Scientist,Cycling,Chess,Painting,Passionate About Learning.,Female,41,49,147,167,Hindu,General,Mumbai,Maharashtra,Diploma,10-15 Lpa
345,VEC_345,Jagvi Bail,Female,42,157,Sikh,General,Divorced,Non-Veg,Mangalore,Karnataka,3,1,Business,Chess,Travel,Photography,Passionate About Learning.,Male,39,45,147,167,Sikh,Sc,Pune,Maharashtra,Master,3-5 Lpa
346,VEC_346,Osha Kohli,Female,45,181,Christian,St,Single,Veg,Mumbai,Maharashtra,3,5,Doctor,Photography,Cricket,Painting,Friendly And Optimistic.,Male,40,50,171,191,Jain,Sc,Mangalore,Goa,Higher Secondary,3-5 Lpa
347,VEC_347,Harshil Biswas,Male,41,158,Christian,Sc,Widowed,Veg,Panaji,Goa,1,2,Business,Reading,Painting,Travel,Love Travelling And Exploring.,Female,36,45,148,168,Sikh,St,Mumbai,Tamil Nadu,Bachelor,5-10 Lpa
348,VEC_348,Janaki Kaul,Female,27,155,Sikh,St,Widowed,Veg,Pune,Maharashtra,1,1,Professor,Painting,Cycling,Movies,Looking For A Caring Partner.,Male,25,32,145,165,Muslim,Sc,Mumbai,Maharashtra,Diploma,3-5 Lpa
349,VEC_349,Falak Agate,Female,40,166,Muslim,General,Single,Eggetarian,Delhi,Delhi,5,4,Accountant,Movies,Music,Cycling,Enjoy Spending Time With Family.,Male,38,43,156,176,Muslim,Obc,Pune,Karnataka,Bachelor,40+ Lpa
350,VEC_350,Eta De,Female,34,163,Muslim,St,Single,Non-Veg,Hyderabad,Telangana,2,1,Data Analyst,Yoga,Travel,Cooking,Passionate About Learning.,Male,31,40,153,173,Sikh,Obc,Coimbatore,Delhi,Master,3-5 Lpa
351,VEC_351,Gagan Choudhary,Male,31,175,Sikh,Sc,Single,Veg,Hyderabad,Telangana,5,1,Software Engineer,Swimming,Travel,Painting,Friendly And Optimistic.,Female,28,36,165,185,Christian,General,Kochi,Karnataka,Phd,25-40 Lpa
352,VEC_352,Ekaja Aurora,Female,42,173,Jain,Obc,Divorced,Veg,Mangalore,Karnataka,5,4,Data Scientist,Movies,Chess,Reading,Enjoy Spending Time With Family.,Male,39,44,163,183,Christian,St,Kannur,Karnataka,Higher Secondary,10-15 Lpa
353,VEC_353,Jagat Naik,Male,29,173,Jain,Sc,Widowed,Non-Veg,Coimbatore,Tamil Nadu,4,2,Data Scientist,Painting,Cooking,Cricket,Enjoy Spending Time With Family.,Female,26,35,163,183,Sikh,General,Kozhikode,Tamil Nadu,Higher Secondary,5-10 Lpa
354,VEC_354,Gagan Lanka,Male,29,160,Hindu,St,Single,Non-Veg,Kozhikode,Kerala,3,6,Professor,Cricket,Photography,Painting,Enjoy Spending Time With Family.,Female,24,34,150,170,Hindu,Obc,Kottayam,Karnataka,Higher Secondary,5-10 Lpa
355,VEC_355,Edhitha Sama,Female,44,182,Jain,Obc,Widowed,Veg,Chennai,Tamil Nadu,5,5,Teacher,Cooking,Yoga,Swimming,Love Books And Technology.,Male,42,47,172,192,Sikh,General,Coimbatore,Kerala,Bachelor,40+ Lpa
356,VEC_356,Azad Soni,Male,39,156,Hindu,St,Widowed,Eggetarian,Hyderabad,Telangana,4,4,Data Analyst,Cycling,Movies,Reading,Simple And Family Oriented.,Female,35,41,146,166,Jain,St,Coimbatore,Goa,Phd,5-10 Lpa
357,VEC_357,Pratyush Varghese,Male,41,168,Jain,St,Single,Non-Veg,Mumbai,Maharashtra,3,2,Business,Cycling,Reading,Music,Love Books And Technology.,Female,39,43,158,178,Muslim,Obc,Bengaluru,Maharashtra,Master,10-15 Lpa
358,VEC_358,Upkaar Thakur,Male,36,177,Jain,Obc,Divorced,Eggetarian,Kannur,Kerala,1,3,Professor,Cricket,Cooking,Swimming,Looking For A Caring Partner.,Female,31,41,167,187,Sikh,St,Chennai,Delhi,Phd,15-25 Lpa
359,VEC_359,Anthony Verma,Male,32,189,Sikh,General,Single,Eggetarian,Pune,Maharashtra,3,4,Business,Movies,Painting,Swimming,Love Travelling And Exploring.,Female,27,38,179,199,Jain,General,Chennai,Telangana,Master,3-5 Lpa
360,VEC_360,Vasudha Balasubramanian,Female,25,169,Christian,General,Widowed,Veg,Bengaluru,Karnataka,1,5,Doctor,Travel,Chess,Painting,Love Books And Technology.,Male,21,27,159,179,Sikh,Sc,Coimbatore,Karnataka,Phd,3-5 Lpa
